Kennziffer;Raumeinheit;Aggregat;Arbeitslosenquote;Arbeitslosenquote;Arbeitslosenquote;Arbeitslosenquote;Arbeitslosenquote;Arbeitslosenquote;Ausländische Arbeitslose;Ausländische Arbeitslose;Ausländische Arbeitslose;Ausländische Arbeitslose;Ausländische Arbeitslose;Ausländische Arbeitslose;Ausländische Arbeitslose;Beschäftigtenquote Ausländer;Beschäftigtenquote Ausländer;Beschäftigtenquote Ausländer;Beschäftigtenquote Ausländer;Beschäftigtenquote Ausländer;Beschäftigtenquote Ausländer;Beschäftigtenquote Ausländer;Bruttoverdienst;Bruttoverdienst;Bruttoverdienst;Bruttoverdienst;Bruttoverdienst;Bruttoverdienst;Haushaltseinkommen;Haushaltseinkommen;Haushaltseinkommen;Haushaltseinkommen;Haushaltseinkommen;Haushaltseinkommen;Kaufkraft;Kaufkraft;Kaufkraft;Kaufkraft;Kaufkraft;Kaufkraft;Bruttoinlandsprodukt je Einwohner;Bruttoinlandsprodukt je Einwohner;Bruttoinlandsprodukt je Einwohner;Bruttoinlandsprodukt je Einwohner;Bruttoinlandsprodukt je Einwohner;Bruttoinlandsprodukt je Einwohner
;;;2016Arbeitslosenquote;2017Arbeitslosenquote;2018Arbeitslosenquote;2019Arbeitslosenquote;2020Arbeitslosenquote;2021Arbeitslosenquote;2016Ausländische Arbeitslose;2017Ausländische Arbeitslose;2018Ausländische Arbeitslose;2019Ausländische Arbeitslose;2020Ausländische Arbeitslose;2021Ausländische Arbeitslose;2022Ausländische Arbeitslose;2016Beschäftigtenquote Ausländer;2017Beschäftigtenquote Ausländer;2018Beschäftigtenquote Ausländer;2019Beschäftigtenquote Ausländer;2020Beschäftigtenquote Ausländer;2021Beschäftigtenquote Ausländer;2022Beschäftigtenquote Ausländer;2016Bruttoverdienst;2017Bruttoverdienst;2018Bruttoverdienst;2019Bruttoverdienst;2020Bruttoverdienst;2021Bruttoverdienst;2016Haushaltseinkommen;2017Haushaltseinkommen;2018Haushaltseinkommen;2019Haushaltseinkommen;2020Haushaltseinkommen;2021Haushaltseinkommen;2016Kaufkraft;2017Kaufkraft;2018Kaufkraft;2019Kaufkraft;2020Kaufkraft;2021Kaufkraft;2016Bruttoinlandsprodukt je Einwohner;2017Bruttoinlandsprodukt je Einwohner;2018Bruttoinlandsprodukt je Einwohner;2019Bruttoinlandsprodukt je Einwohner;2020Bruttoinlandsprodukt je Einwohner;2021Bruttoinlandsprodukt je Einwohner
08316;Emmendingen;Kreise;3;2,73;2,55;2,53;3,22;3,03;23,6;27,08;27,64;28,58;30,26;29,39;33,62;45,85;47,94;52,33;55,52;55,84;58,34;56,91;2.596,54;2.683,44;2.781,69;2.828,48;2.817,70;2.920,17;1.866,70;1.920,37;2.003,79;2.049,04;2.049,47;2.082,75;23.180,55;24.065,54;24.112,60;23.677,65;24.779,70;25.986,44;29,72;31,31;32,65;33,69;33,94;35,55
08317;Ortenaukreis;Kreise;3,37;3,19;2,95;2,94;3,65;3,48;24,76;28,35;30,01;30,01;30,58;30,72;35,27;44,99;47,34;50,97;54,86;53,96;56,18;54,83;2.702,84;2.762,17;2.848,56;2.928,88;2.884,11;2.987,97;1.896,49;1.926,19;2.017,64;2.040,83;2.039,33;2.074,97;23.223,86;23.969,64;24.006,45;23.560,65;24.623,40;25.696,23;38,77;39,66;41,19;42,4;40,79;43,49
08325;Rottweil;Kreise;3,01;2,58;2,19;2,32;3,37;2,88;28,14;29,05;30,23;31,49;31,36;30,45;37,14;47,4;50,13;54,15;56,54;56,79;58,47;56,3;2.777,85;2.858,52;2.969,74;3.056,57;3.002,33;3.123,50;2.007,51;2.065,65;2.144,14;2.177,87;2.178,95;2.222,26;23.487,30;24.480,84;24.492,72;24.028,40;25.199,19;26.317,16;40,85;42,71;44,14;44,52;41,67;44,93
08326;Schwarzwald-Baar-Kreis;Kreise;3,59;3,13;2,78;2,98;4,45;4,03;29,36;31,22;32,24;33,95;35,06;32,92;37,48;48,52;51,56;55,37;58,87;58,44;59,45;57,53;2.823,73;2.883,15;2.970,64;3.059,91;2.999,01;3.120,26;1.984,78;2.038,05;2.126,62;2.134,32;2.130,96;2.170,13;23.697,91;24.408,98;24.418,27;23.942,57;25.088,93;26.205,09;36,84;38,62;39,52;40,31;38,92;41,02
08327;Tuttlingen;Kreise;2,8;2,73;2,46;2,7;3,84;3,65;30,68;31,97;34,4;35,44;35,75;35,39;41,32;50,34;52,31;56,16;58,75;56,88;59,41;59,21;2.998,36;3.031,34;3.172,79;3.253,84;3.135,20;3.276,25;2.080,34;2.141,11;2.341,50;2.250,48;2.227,03;2.262,58;24.463,22;25.377,94;25.347,93;24.869,89;25.962,93;27.247,08;45,81;47,69;49,4;50,98;45,54;49,43
08335;Konstanz;Kreise;3,76;3,44;3,14;3,1;4,21;3,98;28,18;29,36;30,48;31,81;34,06;33,23;38,2;49,49;51,33;54,18;57,07;56,92;58,43;56,81;2.609,34;2.718,84;2.788,88;2.886,70;2.882,56;2.974,55;2.012,14;2.052,36;2.143,33;2.128,16;2.124,32;2.159,53;23.430,75;24.322,50;24.338,51;23.879,05;24.958,38;26.054,86;33,41;34,12;35,03;36,32;37,15;38,56
08336;Lörrach;Kreise;3,28;3,19;3,13;3,41;4,61;4,66;24,21;26,01;28,04;30,85;32,17;32,08;36,12;43,21;45,05;47,48;48,78;48,2;48,94;48,07;2.719,57;2.799,61;2.889,57;2.958,13;2.912,58;3.009,17;2.157,30;2.197,79;2.221,80;2.271,15;2.272,05;2.317,17;24.472,31;25.532,28;25.478,45;25.004,74;26.060,64;27.203,46;32,13;33,02;33,98;34,86;33,52;34,87
08337;Waldshut;Kreise;3,15;3,16;2,83;2,95;3,89;3,89;29,52;33,6;32,94;32,61;32,55;31,01;38,37;43,5;44,92;47,62;49,83;48,33;49,58;48,41;2.526,49;2.549,13;2.639,99;2.720,23;2.695,62;2.792,57;2.026,29;2.035,36;2.073,03;2.122,54;2.118,19;2.164,90;23.180,70;24.288,20;24.328,24;23.890,97;24.904,14;26.066,25;30,1;30,59;31,21;31,75;30,79;32,43
08415;Reutlingen;Kreise;3,83;3,51;3,19;3,26;4,28;4,06;36,56;37,51;39,06;39,82;40,02;38,66;43,63;49,98;52,05;54,83;58,09;58,44;59,83;59,33;2.874,77;2.945,12;3.044,45;3.147,09;3.060,61;3.180,14;1.962,41;2.026,07;2.082,91;2.114,36;2.121,76;2.167,04;24.547,34;25.159,57;25.162,08;24.642,97;25.777,00;26.765,23;38,94;40,14;40,65;42,04;40,14;43,18
08416;Tübingen;Kreise;3,18;2,93;2,74;2,62;3,31;3,13;29,82;32,13;32,87;33,31;34,16;34,5;39,2;43,76;46,28;49,16;51,67;53,31;54,72;52,95;2.719,84;2.800,23;2.904,52;2.991,05;2.989,98;3.096,30;1.868,21;1.932,28;2.011,42;2.017,70;2.025,30;2.060,43;24.032,43;24.645,69;24.714,10;24.245,63;25.374,21;26.353,52;32,44;33,3;33,89;34,45;33,92;37,13
08417;Zollernalbkreis;Kreise;3,61;3,38;3,12;3,18;4,05;3,79;23,38;23,96;25,08;26,99;27,19;27,64;35,5;48,67;50,48;54,25;56,62;56,11;57,71;56,4;2.724,23;2.773,19;2.885,45;2.960,35;2.907,44;3.018,00;2.047,46;2.089,41;2.179,26;2.185,94;2.181,61;2.210,87;24.441,64;25.222,88;25.225,72;24.766,21;25.879,16;26.890,72;33,21;34,46;35,41;36,39;36,36;38,76
08421;Ulm, Stadtkreis;Kreise;4,29;3,77;3,32;3,33;4,24;3,96;37,93;40,8;40,69;43,25;42,65;41,01;46,09;52,16;53,81;57,12;60,86;60,49;61,35;60,6;3.117,80;3.228,08;3.334,26;3.427,97;3.418,71;3.541,78;2.066,70;2.310,12;2.274,89;2.218,03;2.215,57;2.254,00;24.709,43;25.515,86;25.526,29;25.017,89;26.156,56;26.877,26;74,35;74,95;77,27;80,17;79,35;81,78
08425;Alb-Donau-Kreis;Kreise;2,94;2,67;2,26;2,3;3,09;2,73;29,88;34,59;32,88;35,59;34,64;32,92;36,84;51,65;54,04;57,86;60,52;60,27;61,46;60,17;2.749,54;2.801,60;2.859,92;2.931,50;2.921,95;3.040,46;1.883,65;1.941,12;2.042,71;2.081,36;2.073,61;2.107,68;23.836,18;24.611,81;24.655,57;24.197,16;25.388,19;26.495,77;29,56;30,36;31,99;33,91;32,8;33,98
08426;Biberach;Kreise;2,52;2,4;2,05;1,96;2,68;2,47;24,45;31,61;31,19;32,22;30,96;30,37;31,85;47,83;50,87;54,67;57,97;58,54;60,31;58,22;3.092,84;3.200,07;3.227,88;3.328,58;3.290,58;3.437,34;1.912,07;1.984,49;2.078,26;2.111,11;2.105,83;2.146,95;24.014,13;24.889,65;25.050,55;24.619,04;25.654,93;26.977,45;48,67;50,35;52,44;55,32;53,2;57,24
08435;Bodenseekreis;Kreise;2,84;2,8;2,5;2,33;3,12;2,8;26,72;31,38;32,85;32,45;32,52;31,88;38,6;58,36;59,21;61,97;64,46;64,08;64,91;63,1;3.372,70;3.384,76;3.442,25;3.543,62;3.412,32;3.554,90;2.097,05;2.159,91;2.250,74;2.278,28;2.278,89;2.320,65;25.528,21;26.060,68;26.213,77;25.757,65;26.990,65;27.931,51;49,02;50,74;51,11;50,7;49,58;52,06
08436;Ravensburg;Kreise;2,97;2,81;2,49;2,36;3,16;2,88;25,76;28,99;28,4;28,99;28,78;28,35;28,36;49,11;52,02;56,03;59,32;60,09;60,97;59,76;2.630,46;2.689,75;2.773,67;2.845,33;2.857,23;2.972,33;1.910,24;1.974,09;2.046,53;2.080,23;2.079,23;2.116,36;23.612,62;24.305,30;24.410,16;23.960,84;25.136,28;26.354,59;41,11;42,97;45,14;48,28;48,04;50,19
08437;Sigmaringen;Kreise;3,43;3,15;2,77;2,69;3,55;3,25;21,02;20,67;22,25;22,68;24,4;23,97;31,63;42,58;47,4;49,99;54,15;54,59;56,95;53,61;2.661,68;2.724,07;2.825,97;2.874,25;2.860,11;2.951,42;1.804,94;1.880,31;1.949,03;1.993,32;1.997,27;2.026,76;22.395,31;23.446,79;23.537,30;23.122,32;24.157,21;25.384,32;34,88;36,54;38,25;38,46;37,98;40,72
09161;Ingolstadt;Kreise;3,1;3,14;2,94;2,95;3,81;3,66;30,93;33,98;33,35;33,42;35,66;37,3;40,98;58,07;56,67;57,03;60,93;63,25;63,91;62,08;4.196,13;4.230,01;4.388,98;4.462,40;4.387,23;4.385,25;1.949,80;1.944,35;2.020,88;2.035,91;2.086,68;2.123,87;25.359,36;26.219,69;26.230,42;25.842,53;27.076,64;27.906,85;127,53;126,74;126,58;137,28;125,18;130,01
09162;München, Landeshauptstadt;Kreise;4,59;4,23;3,76;3,48;4,78;4,79;44,01;45,17;44,39;44,14;46,42;47,12;49,34;54,97;60,38;62,73;65,39;64,3;63,91;65,88;3.840,89;3.946,65;4.047,56;4.196,87;4.220,87;4.380,96;2.583,49;2.533,13;2.642,28;2.740,35;2.763,69;2.836,76;29.768,86;30.478,32;30.417,22;29.869,95;31.194,91;31.905,39;75,21;80,37;80,62;83,93;81,14;86,54
09163;Rosenheim, Stadt;Kreise;4,77;4,57;4,09;3,9;5,15;4,58;36,26;36,93;37,41;38,31;39,83;39,17;42,9;50,89;52,84;55,1;58,51;59,6;61,69;61,17;2.793,66;2.898,47;2.948,29;3.133,73;3.054,90;3.142,95;1.874,85;1.875,45;1.941,20;1.949,83;1.972,62;2.020,81;24.668,91;24.983,74;25.092,68;24.659,10;25.931,34;26.288,12;50,91;51,07;52,22;54,56;52,85;54,89
09171;Altötting;Kreise;3,4;3,31;2,92;2,79;3,38;3,18;21,88;24,99;25,11;24,98;26,57;26,72;30,98;45,6;47,19;49,54;54,29;55,54;57,56;58,8;3.125,73;3.245,92;3.343,23;3.444,04;3.399,13;3.592,47;1.871,62;1.910,38;1.981,53;2.023,38;2.034,24;2.068,15;23.686,61;24.492,49;24.535,59;24.104,49;25.215,22;26.099,80;47,08;49;49,37;48,67;48,58;60,1
09172;Berchtesgadener Land;Kreise;4,15;3,93;3,55;3,32;4,2;4,01;25,64;27,95;29,63;31,12;30,98;31,32;33,86;36,75;38,64;40,6;44,29;43,93;46,5;47,01;2.517,82;2.587,78;2.666,05;2.769,80;2.741,65;2.856,50;1.802,94;1.906,70;1.967,45;2.018,17;2.018,74;2.052,43;22.717,41;23.527,52;23.632,66;23.224,34;24.367,47;25.277,54;31,66;32,66;33,16;35,2;34,25;36,54
09173;Bad Tölz-Wolfratshausen;Kreise;2,82;2,45;2,11;2,1;2,83;2,63;31,56;30,62;29,55;28,38;30,22;29,26;39,79;52,73;54,91;57,92;60,38;62,24;65,09;62,79;2.634,24;2.719,19;2.791,75;2.873,58;2.874,42;2.994,22;2.135,80;2.163,97;2.280,29;2.256,25;2.266,69;2.324,86;26.639,59;27.023,34;27.086,92;26.595,63;27.839,05;28.656,26;27,63;28,83;29,97;30,47;30,78;32,6
09174;Dachau;Kreise;2,45;2,23;2;1,81;2,71;2,57;37,23;35,61;33,86;34,59;36,54;33,43;38,88;55,14;57,97;61,21;64,16;65,96;69,34;67,02;2.706,95;2.799,82;2.857,08;2.871,83;2.846,25;2.958,70;2.055,52;2.093,17;2.182,64;2.208,23;2.222,04;2.272,10;27.315,81;27.747,13;27.905,13;27.431,36;28.754,75;29.268,72;27,47;28,4;29,24;30,35;29,63;31,29
09175;Ebersberg;Kreise;2,27;1,98;1,89;1,82;2,42;2,31;29,25;28,52;27,45;28,19;30,13;29,49;33,49;53,74;55,3;58,08;61,62;63,63;66,1;63,85;2.833,21;2.885,78;2.969,89;3.065,10;3.072,08;3.194,53;2.201,04;2.273,50;2.333,09;2.376,69;2.382,87;2.437,53;29.919,34;30.084,81;30.203,26;29.709,61;31.187,86;31.579,44;30,69;32,33;32,98;32,28;33,06;35,71
09176;Eichstätt;Kreise;1,38;1,45;1,29;1,35;1,96;1,87;25,25;27,99;26,59;28,78;28,62;26,91;38,59;45,87;49,3;52,3;55,99;58,12;61,23;58,39;2.785,46;2.878,21;2.916,87;3.028,90;3.029,93;3.093,62;1.960,90;1.974,03;2.078,09;2.095,43;2.109,42;2.158,95;24.534,79;25.766,09;25.842,16;25.472,81;26.675,13;27.874,44;32,44;34,02;35,62;36,64;36,08;38,84
09177;Erding;Kreise;1,9;1,81;1,76;1,8;2,48;2,43;25,13;25,72;24,53;25,49;29,44;29,24;29,28;54,42;56;59,13;63,14;65,43;66,6;65,4;2.648,92;2.715,78;2.817,84;2.902,49;2.802,52;2.880,30;2.005,57;2.068,74;2.146,73;2.191,51;2.190,46;2.230,42;26.574,41;26.898,16;26.884,54;26.428,58;27.671,41;28.287,23;29,54;30,83;30,86;32,14;30,54;32,5
09178;Freising;Kreise;2,15;2,06;1,98;2,05;2,78;2,69;32,1;31,74;32,91;33,86;36,86;37,52;38,62;56,16;58,52;61,93;65,04;67,05;66,81;66,67;3.391,28;3.448,19;3.510,99;3.624,34;3.476,01;3.514,86;1.948,85;1.984,22;2.090,79;2.114,04;2.126,00;2.169,74;25.357,45;25.796,78;25.790,78;25.327,26;26.530,20;27.153,90;49,75;49,25;49,98;51,06;46,24;48,6
09179;Fürstenfeldbruck;Kreise;2,72;2,58;2,5;2,46;3,32;3,23;30,72;31,42;31,51;31,68;34,33;33,98;39,11;49,82;51,81;54,29;58,36;62,24;64,18;61,9;2.830,61;2.875,11;2.927,02;3.032,28;3.032,54;3.118,86;2.089,94;2.135,22;2.205,20;2.269,59;2.298,94;2.355,65;28.179,12;28.534,81;28.532,77;28.006,70;29.282,85;29.803,56;25,01;26,02;27,01;27,72;28,16;29,79
09180;Garmisch-Partenkirchen;Kreise;3,7;3,39;2,89;2,67;3,61;3,29;25,48;29,25;27,22;27,62;29,91;27,2;36,48;51,21;52,35;54,57;56,61;57,97;60,78;62,46;2.505,50;2.569,31;2.628,39;2.725,70;2.668,83;2.753,85;1.983,45;2.074,84;2.139,14;2.168,31;2.179,86;2.221,59;24.496,92;24.882,80;24.883,56;24.419,29;25.663,18;26.563,20;28,3;29,39;30,3;31,75;31,11;32,01
09181;Landsberg am Lech;Kreise;3,05;2,69;2,28;2,18;3,03;2,84;24,37;24,55;24,56;22,55;24,24;22,24;29,29;42,43;46,27;50,7;56,2;57,15;60,02;59,23;2.844,08;2.909,72;2.969,01;3.061,99;3.031,23;3.165,58;2.060,46;2.141,54;2.221,43;2.272,14;2.270,66;2.315,49;25.860,04;26.603,22;26.699,45;26.234,60;27.479,82;28.467,24;32,44;33,32;34,67;35,97;35,88;38,38
09182;Miesbach;Kreise;2,79;2,55;2,34;2,18;2,88;2,78;23,42;24,15;25,06;24,28;26,93;25,69;29,59;54,69;58,05;59,4;63,17;64,46;67;64,7;2.728,17;2.835,39;2.877,00;2.995,02;2.960,56;3.049,50;2.334,00;2.797,90;2.636,27;2.620,64;2.612,38;2.673,10;28.230,08;28.529,66;28.611,22;28.121,17;29.494,72;30.497,86;34,62;35,57;36,65;39,5;38,74;39,38
09183;Mühldorf a.Inn;Kreise;3,8;3,59;3,1;3,01;3,74;3,45;24,67;26,52;26,28;27,14;27,73;27;31,18;45,85;51,67;55,15;57;58,59;59,72;60,3;2.605,63;2.669,90;2.715,69;2.806,90;2.803,41;2.891,10;1.914,54;1.942,85;2.026,22;2.055,40;2.048,74;2.072,30;23.418,37;24.402,45;24.535,43;24.158,87;25.297,60;26.140,91;32,06;33,69;34,52;36;35,98;37,44
09184;München;Kreise;2,78;2,64;2,44;2,21;3,07;2,95;34,6;37,14;37,87;37,98;38,65;39,07;39,87;53,05;56,03;58,91;61,95;65,78;67,22;64,48;4.017,02;4.112,26;4.182,49;4.293,76;4.302,58;4.462,74;2.494,80;2.541,30;2.646,31;2.728,65;2.745,06;2.809,38;32.121,82;32.466,11;32.602,91;31.993,04;33.487,45;34.082,20;103,96;107,42;110,87;116,2;111,59;119,47
09185;Neuburg-Schrobenhausen;Kreise;2,04;2,11;1,88;1,95;2,55;2,27;28,17;29,02;29,45;30,02;29,18;27,48;35,74;54,36;55,2;57,78;60,35;62,23;62,94;60,31;2.615,50;2.704,66;2.784,05;2.863,97;2.860,98;2.969,38;1.922,78;1.958,99;2.039,98;2.038,74;2.042,33;2.076,79;23.334,74;24.204,62;24.263,90;23.921,43;25.124,94;26.286,95;34,2;36,45;37,49;38,64;39,46;40,5
09186;Pfaffenhofen a.d.Ilm;Kreise;1,84;1,82;1,64;1,65;2,28;2,28;24,96;26,13;25,79;25,08;27,4;27,71;33,61;54,09;56,26;61,31;62,55;63,32;65,86;63,07;3.259,46;3.257,60;3.333,07;3.368,43;3.382,40;3.420,20;2.073,66;2.122,22;2.322,70;2.190,20;2.187,65;2.230,80;25.224,70;26.072,33;26.072,12;25.667,71;26.872,72;27.804,87;40;44,7;36,5;36,68;40,28;41,82
09187;Rosenheim;Kreise;2,54;2,46;2,28;2,21;2,97;2,59;20,37;21,59;22,42;21,52;22,9;22,67;30,37;48,74;49,42;53,03;57,94;59,59;60,94;59,62;2.653,44;2.723,59;2.786,00;2.871,07;2.869,63;2.962,88;2.059,66;2.084,13;2.169,02;2.197,09;2.197,32;2.231,86;25.012,96;25.855,18;25.942,20;25.510,78;26.813,13;27.766,46;30,63;31,56;32,84;34,46;34,64;36,49
09188;Starnberg;Kreise;3,01;2,78;2,5;2,38;3,26;3,26;29,93;31,26;30,52;31,64;32,97;33,26;40,91;50,65;52,33;54,82;57,86;60,03;61,91;59,42;3.227,65;3.356,26;3.444,89;3.582,11;3.571,99;3.725,18;2.844,79;3.033,03;3.129,78;3.039,08;3.048,81;3.124,67;34.672,28;34.992,42;35.070,91;34.375,95;35.955,57;36.714,60;41,35;44,94;45,36;46,93;46;49,57
09189;Traunstein;Kreise;2,97;2,9;2,69;2,58;3,2;2,87;20,57;22,97;22,62;23,07;25,29;24,08;27,64;47,57;51,48;54,11;59,19;59,9;61,38;60,73;2.816,32;2.910,92;2.977,47;3.033,33;2.992,00;3.117,35;1.955,43;2.034,63;2.118,13;2.134,80;2.133,74;2.165,47;23.908,70;24.734,19;24.836,22;24.448,24;25.660,48;26.782,62;38,27;39,72;40,92;41,77;41,95;45,03
09190;Weilheim-Schongau;Kreise;2,64;2,56;2,29;2,13;2,88;2,75;23,59;25,98;24,49;25,6;25,38;24,25;30,08;48,07;51,44;53,9;58,12;59,76;62,57;62,2;2.847,83;2.905,90;2.975,55;3.081,39;3.045,41;3.167,63;2.022,71;2.089,69;2.240,91;2.198,92;2.202,45;2.240,12;24.602,06;25.342,23;25.410,80;24.962,43;26.135,50;27.176,62;38,16;39,58;41,22;42,08;43,55;45,39
09261;Landshut, Stadt;Kreise;4,58;4,23;4,13;4,21;4,98;4,67;35,26;38,24;39,52;41,18;42,44;43,02;43,8;52,11;53,22;55,14;56,53;59,44;61,35;60,61;2.744,44;2.834,94;2.927,12;3.008,88;2.938,30;3.028,73;1.987,25;2.054,61;2.202,50;2.153,58;2.188,23;2.229,87;25.442,37;25.868,75;25.938,33;25.538,15;26.778,48;27.266,76;55,71;60,68;58,55;60,49;58,54;60,92
09262;Passau, Stadt;Kreise;5,18;4,63;4,19;4,24;5,58;5,38;25,79;29,36;31,91;33,76;36,01;34,55;38,26;40,04;41,34;44,43;47,66;50,01;50,38;53,08;2.739,46;2.813,45;2.898,30;3.004,77;2.992,39;3.116,97;1.711,04;1.757,67;1.815,67;1.809,05;1.852,93;1.868,97;22.549,04;22.978,83;23.050,41;22.661,88;23.726,41;24.252,93;64,24;66,51;67,52;68,35;67,82;70,02
09263;Straubing;Kreise;5,6;4,62;4,3;4,46;5,67;5,63;25,26;24,12;25,09;28,15;32,3;29,82;31,42;47,21;51,27;54,92;58,03;58,87;59,92;59,72;2.677,12;2.741,46;2.795,81;2.885,92;2.930,29;2.956,91;1.781,31;1.970,56;1.932,47;1.987,79;2.017,69;2.039,66;23.463,77;23.830,90;23.839,49;23.429,82;24.478,28;25.232,86;50,6;52,46;53,08;56,65;56,73;56,2
09271;Deggendorf;Kreise;3,29;2,8;2,68;2,65;3,33;3,09;17,38;17,33;18,42;19,88;22,22;20,78;22,77;46,39;48,67;51,58;53,44;55,33;54,2;55,01;2.696,76;2.769,26;2.827,33;2.888,36;2.909,97;3.014,94;1.835,65;1.935,59;2.044,34;2.053,27;2.058,35;2.077,72;22.250,72;23.179,03;23.263,06;22.915,12;24.034,10;25.258,18;37,98;39,06;40,62;41,61;42,6;44,04
09272;Freyung-Grafenau;Kreise;3,44;2,98;2,65;2,54;3,22;3,06;11,41;10,53;10,92;10,49;12,25;12,41;16,86;30,45;33,87;40,57;44,69;47,15;48,3;48,04;2.249,72;2.289,50;2.368,42;2.452,81;2.465,23;2.555,36;1.743,86;1.757,13;1.856,05;1.925,55;1.939,14;1.966,91;20.389,93;21.290,69;21.384,40;21.098,60;22.088,70;23.424,23;27,48;28,57;30,53;31,47;32,4;34,09
09273;Kelheim;Kreise;2,83;2,56;2,35;2,34;2,95;3,06;30,63;30,4;29,99;30,59;30,99;30,87;34,74;48,47;52,06;55,57;58,76;61,52;62,44;61,85;2.618,02;2.671,37;2.721,64;2.791,34;2.760,08;2.856,16;1.873,95;1.924,14;2.012,22;2.050,28;2.051,27;2.085,98;23.244,57;23.938,67;23.962,37;23.610,88;24.571,36;0;31,53;32,3;31,93;32,6;32,53;35,75
09274;Landshut;Kreise;2,82;2,53;2,42;2,45;3,02;2,82;26,75;26,27;26,14;27,59;27,36;26,43;30,2;52,84;54,67;57,11;59,03;60,22;63,43;63,5;2.725,75;2.784,78;2.876,24;2.967,77;2.936,27;3.058,08;2.005,15;1.987,96;2.069,01;2.096,76;2.084,44;2.113,89;23.471,03;24.390,51;24.480,33;24.131,99;25.256,99;26.453,95;34,39;35,08;37,03;37,61;41,78;40,55
09275;Passau;Kreise;3,6;3,25;2,89;2,79;3,58;3,21;15,96;17,67;19,07;20,66;22,03;21,59;26,51;38,28;40,29;43,11;48,63;50,36;52,3;51,84;2.359,31;2.429,43;2.493,12;2.568,04;2.517,53;2.622,97;1.761,60;1.821,02;1.917,70;1.955,05;1.957,95;1.989,53;21.797,40;22.647,89;22.793,55;22.467,42;23.583,54;24.786,60;28,29;29,69;30,68;31,23;30,6;32,51
09276;Regen;Kreise;4,21;3,62;3,23;3,05;3,69;3,66;23,47;20,22;20,76;19,24;20,74;20,31;24,61;32,92;37;40,95;46,15;47,06;51,56;50,32;2.378,93;2.455,31;2.526,76;2.605,99;2.592,42;2.684,02;1.711,65;1.755,58;1.855,33;1.931,20;1.945,08;1.979,90;20.406,26;21.467,62;21.606,11;21.286,75;22.236,75;23.610,71;30,18;31,28;32,95;35,01;34,89;37,02
09277;Rottal-Inn;Kreise;3,58;3;2,87;2,96;3,67;3,57;24,27;22,39;23,74;24,95;27,01;25,45;30,86;41,95;42,98;46,59;48,37;49,86;51,86;51,57;2.416,66;2.472,23;2.519,21;2.602,49;2.632,00;2.704,51;1.898,85;1.912,10;1.999,43;2.047,02;2.038,81;2.069,00;22.160,68;23.038,10;23.036,48;22.668,13;23.689,33;24.780,88;30,62;31,8;33,56;34,22;34,97;36,68
09278;Straubing-Bogen;Kreise;2,95;2,45;2,33;2,45;2,96;2,88;20,9;17,11;19,57;21,02;23,33;21,92;25,77;51,42;56,57;59,33;64,86;65,02;68,54;67,73;2.403,82;2.497,89;2.517,84;2.604,93;2.594,12;2.676,80;1.868,55;1.935,91;2.046,96;2.042,74;2.028,23;2.056,34;22.493,83;23.464,73;23.526,51;23.256,08;24.339,57;25.563,41;26,49;27,21;27,85;28,87;28,73;30,65
09279;Dingolfing-Landau;Kreise;2,81;2,59;2,71;2,86;3,39;2,9;25,93;27,49;30,26;30,2;30,09;25,9;26,01;63,5;68,81;72,83;71,83;71,25;72,52;71,11;3.508,05;3.571,17;3.703,98;3.818,85;3.599,37;3.684,48;1.967,22;1.989,12;2.088,15;2.113,78;2.128,50;2.144,25;22.879,81;23.293,47;23.317,23;23.051,45;24.204,58;25.218,80;65,87;70,3;60,46;64,71;56,96;69,06
09361;Amberg;Kreise;5,89;5,29;4,4;4,23;5,35;4,68;22,41;23,53;22,89;21,52;23,31;23,27;28,53;33,91;38,08;43,28;45,42;46,49;50,83;50,83;2.868,36;2.961,36;3.041,82;3.149,49;3.101,66;3.180,44;1.727,65;1.821,40;1.891,18;1.925,64;1.967,75;2.011,69;23.077,63;24.434,61;24.509,83;24.062,64;25.299,15;25.767,89;53,29;57,9;62;63,88;64,63;64,19
09362;Regensburg, Stadt;Kreise;3,69;3,29;3,19;3,4;4,38;4,32;27,08;30,95;32,97;34,47;34,08;33,56;39,09;49,31;49,65;52,13;56,06;58,83;58,69;57,26;3.349,83;3.453,58;3.559,58;3.593,27;3.533,80;3.629,87;1.863,91;1.856,18;1.953,84;1.975,93;2.025,27;2.053,18;24.907,69;25.630,07;25.482,28;25.040,76;26.094,57;26.752,93;82,52;89,19;87,04;88,78;85,11;90,15
09363;Weiden i.d.OPf.;Kreise;6,61;6,11;5,18;5,15;5,73;5,12;20;22,65;24,61;24,73;26,06;25,2;29,46;37,4;40,2;44;47,7;49,12;50,62;49,39;2.390,66;2.454,92;2.533,97;2.617,24;2.619,65;2.731,95;1.774,81;1.780,44;1.860,07;1.868,83;1.914,78;1.948,24;22.665,79;23.345,57;23.363,27;22.968,65;24.120,61;24.834,89;52,66;54,69;55,7;57,92;57,09;59,35
